BusNum,BusNum:1,LineCircuit,LineXFType,XFAuto,XFRegMin,XFRegMax,XFRegTargetType,XFTapMin,XFTapMax,XFStep,XFTableNum,XFRegBus,OPFAreaXFPS,LineXfmr,TimeDomainSelectedXF,XFOPFRegEnforceLimits,XFConfiguration,XFFixedTap,XFFixedTap:1,XFNominalKV,XFNominalKV:1,LineTap,XFMVABase,FileType,FileType:1,FileType:2,UseDelay,UseSecRegRange,MoveDelay,MoveDelay:1,MoveDelay:2,MoveDelay:3,MoveDelay:4,MoveDelay:5,MoveDelay:6,MoveDelay:7,StepsToMove,StepsToMove:1,XFRegMin:1,XFRegMax:1,CustomFloat
150255,150254,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150254,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-32.099159
150258,150261,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150261,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-0.370542
150259,150261,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150261,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-0.681664
150260,150261,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150261,NO ,YES,NO ,NO ,Delta - Gwye,1,1,13.8,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150264,150263,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150263,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-39.334839
150264,150263,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150263,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-39.334839
150266,150265,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150265,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-19.131073
150266,150265,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150265,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-19.131073
150267,150266,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150266,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-8.045492
150271,150270,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150270,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-18.297636
150273,150272,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150272,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-13.792722
150278,150277,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150277,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-1.88829
150284,150283,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150283,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,3.404815
150287,150286,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150286,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,2.386919
150289,150292,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150292,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-1.154848
150290,150292,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150292,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0.407298
150291,150292,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150292,NO ,YES,NO ,NO ,Delta - Gwye,1,1,13.8,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150293,150296,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150296,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-14.467103
150294,150296,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150296,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,17.308384
150295,150296,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150296,NO ,YES,NO ,NO ,Delta - Gwye,1,1,18,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150298,150297,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150297,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-20.056435
150298,150297,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150297,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-20.056435
150300,150299,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150299,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-9.346645
150307,150310,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150310,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-0.359565
150308,150310,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150310,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,5.767173
150309,150310,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150310,NO ,YES,NO ,NO ,Delta - Gwye,1,1,13.8,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150312,150311,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150311,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-27.971016
150317,150316,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150316,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-12.186784
150325,150324,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150324,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-19.692457
150328,150327,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150327,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-9.587014
150331,150334,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150334,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-4.452255
150332,150334,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150334,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,2.699287
150333,150334,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150334,NO ,YES,NO ,NO ,Delta - Gwye,1,1,13.8,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150338,150337,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150337,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,15.204692
150342,150341,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150341,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,8.362755
150342,150341,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150341,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,8.362755
150343,150342,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150342,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-15.21331
150345,150344,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150344,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-6.023413
150347,150346,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150346,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,6.364361
150347,150346,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150346,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,69,138,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,6.364361
150368,150367,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150367,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,25.496595
150370,150369,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150369,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-77.447914
150370,150369,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150369,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-77.447914
150376,150375,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150375,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,20.839504
150427,150426,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150426,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,29.154648
150427,150426,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150426,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,29.154648
150426,150428,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150428,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-17.381586
150426,150429,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150429,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-8.357857
150430,150431,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150431,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,22,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-0.970852
150430,150432,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150432,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-1.100966
150430,150433,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150433,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,24,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-0.902482
150434,150435,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150435,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-6.232292
150434,150436,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150436,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,22,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-5.12433
150434,150437,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150437,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-9.558334
150434,150438,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150438,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,18,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-8.701692
150434,150439,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150439,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-5.58172
150440,150441,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150441,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-18.310196
150440,150442,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150442,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-17.16581
150444,150443,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150443,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-19.670393
150444,150443,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150443,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-19.670393
150443,150445,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150445,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-15.332014
150443,150446,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150446,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,24,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-10.726724
150443,150447,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150447,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-12.780441
150443,150448,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150448,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-17.746256
150450,150449,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150449,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,10.468898
150450,150449,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150449,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,10.468898
150450,150453,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150453,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,1.778939
150450,150454,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150454,NO ,YES,NO ,NO ,Gwye - Delta,1,1,138,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,5.760205
150451,150453,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150453,NO ,YES,NO ,NO ,Delta - Gwye,1,1,18,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150452,150453,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150453,NO ,YES,NO ,NO ,Delta - Gwye,1,1,18,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150455,150458,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150458,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,10.756197
150455,150459,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150459,NO ,YES,NO ,NO ,Delta - Gwye,1,1,138,13.8,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150456,150458,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150458,NO ,YES,NO ,NO ,Delta - Gwye,1,1,24,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150457,150458,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150458,NO ,YES,NO ,NO ,Delta - Gwye,1,1,24,1,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,0
150461,150460,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150460,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-5.501778
150461,150460,2,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150460,NO ,YES,NO ,NO ,Gwye - Gwye,1,1,138,345,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-5.501778
150460,150462,1,Fixed,NO,0.99,1.01,Middle,0.9,1.1,0.00625,0,150462,NO ,YES,NO ,NO ,Gwye - Delta,1,1,345,22,1,100,1 : Ratio in pu of Trans Voltage,"1 : System MVA, Winding Voltage","1 : System MVA, System Voltage 1",NO ,NO ,30,30,15,15,15,15,10,10,1,1,0.51,1.5,-2.133102
